temperature,humidity,ph,label
18.580133,19.663122,7.006616,garbanzo
29.150791,94.029554,6.744257,melón
29.499917,92.914571,6.164745,melón
23.017236,94.998975,6.420557,granada
19.079377,17.867549,8.165359,garbanzo
24.774195,50.546211,6.007508,frijol de palo
25.325639,83.214446,6.176594,sandía
26.815227,81.062246,5.877233,arroz
26.036238,62.285292,6.964935,café
29.175730,67.637433,7.177542,frijol urad
21.318207,92.910615,5.551297,manzana
25.517681,77.749543,6.744755,algodón
40.065408,91.169529,6.922164,papaya
27.154048,80.939578,5.857509,plátano
28.680102,82.164496,5.758990,plátano
31.741054,68.635254,7.241149,frijol urad
27.135298,55.776301,7.143935,café
43.281808,90.657143,6.939657,papaya
29.586784,96.196721,6.346114,coco
17.586294,80.848066,6.334771,uva
19.667056,90.500967,7.764040,naranja
34.433850,54.420339,5.028756,mango
29.199690,82.898400,5.839641,plátano
18.905923,89.241268,6.077886,granada
25.499417,75.999876,6.663559,yute
28.876676,62.490121,5.457871,frijol de palo
32.512387,49.973254,5.349775,mango
28.660242,59.318912,8.399136,frijol moth
29.571099,84.183542,6.360480,frijol chino
13.496759,91.054668,7.584446,naranja
28.667251,79.592425,5.986442,plátano
23.426116,64.106515,6.779984,café
24.948680,89.426310,7.069180,granada
19.455918,18.022359,8.423874,garbanzo
29.357530,64.142751,7.068962,frijol urad
25.061146,60.905110,7.140490,lenteja
24.070846,45.124849,4.887109,frijol de palo
31.062727,46.497556,7.048303,frijol de palo
27.479874,84.596000,6.377494,plátano
25.542491,56.966408,7.887659,frijol moth
41.844276,82.898531,6.434375,uva
23.128082,92.683284,6.630646,granada
20.311026,15.309171,5.988993,garbanzo
20.155972,47.515275,4.548202,frijol de palo
17.047639,18.393744,7.756286,garbanzo
34.047299,92.884396,6.977321,papaya
28.358332,68.743723,6.380483,lenteja
28.116651,93.036250,6.418814,melón
29.943492,90.617525,6.178316,melón
19.002945,61.137273,4.930847,frijol de palo
29.913485,87.200576,6.903343,frijol chino
27.155920,43.524513,6.050982,frijol de palo
33.312132,62.977857,6.606252,frijol urad
23.891626,89.618502,6.535244,granada
35.167029,39.088823,5.363918,frijol de palo
23.485470,93.710437,6.833769,papaya
34.872487,38.837860,5.180272,frijol de palo
35.664843,83.172357,5.726740,uva
28.156122,85.946264,6.443864,frijol chino
27.828554,92.103993,6.361417,melón
25.604549,61.726734,7.362659,café
20.130239,48.289835,6.463989,frijol de palo
25.198577,60.373327,6.581313,frijol urad
19.143041,17.180192,6.973894,garbanzo
26.395152,81.327614,5.453579,arroz
29.017464,91.349915,6.650395,papaya
28.659193,79.143536,5.684794,plátano
29.221391,80.419248,6.306079,plátano
25.596272,81.455733,5.876470,arroz
20.473875,82.446305,7.637700,arroz
35.940594,48.841424,6.943462,mango
19.030253,18.667256,7.690962,garbanzo
17.301930,20.158590,5.861660,frijol rojo
34.514240,90.561515,7.786725,naranja
16.740899,19.461352,5.654039,frijol rojo
24.802147,88.866263,5.772815,granada
22.569703,92.416742,5.770210,manzana
27.101720,84.696416,7.138879,frijol chino
25.567333,68.755786,7.265581,lenteja
33.342145,82.510346,5.693287,uva
27.480857,89.734897,6.620414,frijol chino
25.922927,81.364862,7.231779,algodón
28.980394,57.232652,6.347929,frijol de palo
41.136505,81.165077,5.643722,uva
22.868832,85.155957,7.129591,granada
23.352506,87.681807,6.695059,yute
28.066428,85.916255,6.429379,frijol chino
28.826287,45.145156,8.082931,frijol moth
24.330853,54.437393,6.728256,café
24.791359,84.876690,6.293224,algodón
27.810660,81.468774,6.258272,frijol chino
28.614751,94.222530,6.396379,melón
29.112502,54.469784,9.686901,frijol moth
28.636281,84.614311,6.790736,frijol chino
26.849797,83.438553,6.110773,sandía
23.292269,94.969590,6.387165,granada
19.682912,89.752730,6.594037,granada
20.378280,69.262374,6.463998,maíz
27.755187,52.346058,4.772386,mango
26.459938,54.152092,7.052942,café
29.544368,90.614514,6.751402,melón
29.141343,45.401026,5.725014,mango
25.026187,74.248424,6.592200,yute
27.967991,79.286257,5.694244,plátano
24.248744,93.951561,6.654290,papaya
18.888525,14.994511,7.104225,garbanzo
26.542349,90.869111,5.510986,coco
24.140298,84.083042,6.745998,algodón
25.457898,58.051902,6.238227,frijol moth
32.673868,91.546867,6.850778,papaya
24.043558,84.470442,6.434362,sandía
23.315668,51.597208,6.995000,café
26.486413,51.813356,6.791003,café
22.551839,89.680574,5.673220,granada
24.377668,85.401712,5.782707,granada
29.503268,78.028082,5.506397,plátano
31.840520,50.864139,6.357202,mango
27.824956,81.500365,6.249688,frijol chino
21.188532,19.634386,5.728233,frijol rojo
27.912210,83.363077,6.356091,plátano
28.934121,94.957877,6.145648,coco
30.273750,67.386808,4.696519,frijol de palo
29.254166,88.579037,7.114023,frijol chino
30.835043,90.393752,7.695410,naranja
22.424710,18.856371,5.687367,frijol rojo
20.961208,80.422196,6.368544,arroz
24.121926,61.095335,6.461619,lenteja
18.608849,71.267145,5.739361,maíz
23.370705,82.647496,7.115248,yute
28.199768,64.522949,6.870263,frijol urad
22.647320,92.940671,5.555845,manzana
29.043282,64.045578,7.411209,frijol urad
40.824059,81.283468,6.377738,uva
26.839001,80.122675,6.067686,arroz
25.867050,84.099853,7.360085,yute
18.041855,62.518931,6.220966,maíz
26.971527,62.869711,5.698606,frijol moth
36.043537,43.614441,4.759490,frijol de palo
23.236648,67.527384,6.791512,café
26.769224,47.662321,3.643840,frijol moth
29.650529,42.898332,6.876573,frijol de palo
28.373962,80.671235,5.758276,plátano
15.705073,81.290420,5.696991,uva
28.805723,60.896824,8.983579,frijol moth
16.313300,82.980634,5.612313,uva
12.133255,93.073470,7.537640,naranja
42.311457,90.297348,6.615904,papaya
29.571894,84.068989,6.074128,plátano
27.701067,94.090956,6.338041,coco
30.044447,60.065349,6.594234,frijol urad
26.053758,93.691117,6.742490,papaya
23.345618,83.042735,6.342470,arroz
28.258832,76.124679,5.910524,plátano
37.588935,91.807640,6.536395,papaya
28.625007,90.489030,6.133183,melón
26.104081,83.969042,6.260119,sandía
14.904798,81.599698,6.457969,uva
24.335282,81.440304,6.762030,sandía
29.416289,90.751956,6.705535,melón
17.229312,18.629847,8.868741,garbanzo
28.743177,47.767459,4.812125,mango
30.387561,66.102074,7.019309,frijol urad
20.808299,19.695135,6.199905,garbanzo
19.162883,15.835007,7.354973,garbanzo
28.248356,65.008292,6.796851,frijol urad
39.017933,91.488156,6.992234,papaya
26.022414,55.832890,7.277423,café
27.406722,84.521866,6.383102,plátano
19.451596,18.926415,7.748886,garbanzo
29.471599,53.312646,5.071014,mango
19.039188,64.364083,6.877869,lenteja
18.028908,15.857805,7.725433,garbanzo
25.032921,64.233406,7.206831,lenteja
29.012569,94.010144,6.282955,coco
20.033338,87.859436,6.960448,granada
24.144376,80.896199,6.096864,yute
27.766395,89.996156,7.080614,frijol chino
23.351518,91.352287,6.274761,manzana
20.801836,23.036031,5.965467,frijol rojo
23.124239,83.184458,5.282366,arroz
27.198316,82.851192,6.267995,uva
26.452833,94.463256,6.146325,coco
16.982162,92.977721,7.298920,naranja
30.764552,47.937915,5.956027,mango
28.474423,63.536045,6.500145,frijol urad
30.436837,55.205220,5.261286,frijol moth
22.199623,94.688802,6.084328,manzana
30.633339,62.179833,6.621139,frijol urad
22.038802,82.693595,6.661774,algodón
33.615493,45.444267,5.954892,mango
21.724845,92.839756,6.056530,manzana
23.267943,94.076487,6.826446,granada
23.459691,82.447775,7.903529,algodón
29.837731,80.034996,7.117468,frijol chino
32.970305,60.181221,7.586642,frijol urad
25.383557,49.803460,7.264800,frijol moth
24.688201,85.521152,6.338252,sandía
22.532154,91.535888,5.791463,manzana
22.779520,94.187463,5.696008,manzana
20.454858,15.498870,6.097516,garbanzo
29.324731,92.773460,6.072785,melón
27.051459,42.371015,5.106559,frijol moth
28.509353,91.688843,6.157085,melón
27.341790,53.675162,6.809958,mango
16.247842,23.992287,5.938422,frijol rojo
24.133787,91.967969,6.516172,naranja
25.504823,78.085383,6.723141,algodón
28.727527,89.127604,7.069748,frijol chino
29.617232,88.341941,7.162291,frijol chino
21.196076,82.734601,6.300301,arroz
27.393416,81.465483,6.438137,plátano
21.213134,92.073557,6.297843,manzana
28.649756,92.144035,5.955663,coco
24.529227,80.544986,7.070960,arroz
26.858519,48.824639,5.952385,frijol moth
24.851839,77.621790,7.195449,yute
22.460207,92.562663,5.693310,manzana
31.097169,90.337571,6.434232,naranja
23.864459,90.671976,6.972757,naranja
29.525974,90.133077,6.066067,melón
26.759611,48.162891,3.504752,frijol moth
17.665584,82.929034,6.313086,uva
18.474124,89.689197,7.130838,granada
24.789369,81.399542,6.889276,yute
27.656122,92.933686,6.177792,melón
23.722587,71.227971,7.128091,yute
28.735238,60.597279,7.541162,frijol moth
25.320968,54.988189,9.387697,frijol moth
18.155645,85.600609,5.912833,granada
18.171426,19.050352,5.510874,frijol rojo
29.910898,85.612508,6.355864,frijol chino
31.037836,46.981362,6.265669,mango
22.593896,94.573042,6.168781,manzana
28.985453,90.739668,5.718120,coco
25.380976,93.157525,6.762504,papaya
15.632110,94.259662,7.561143,naranja
23.697912,93.279246,6.461112,granada
25.081034,81.409240,6.100907,plátano
23.572274,73.245881,7.029234,yute
24.957331,82.557117,7.947488,algodón
15.958207,22.356320,5.962291,frijol rojo
24.873007,82.840226,6.587919,arroz
26.187794,81.342911,5.837154,plátano
22.303190,92.159870,6.438669,naranja
29.557292,65.246336,7.361517,frijol urad
24.812181,66.434063,5.768810,maíz
27.643214,79.673970,6.483287,plátano
29.194750,92.249325,6.437889,melón
28.537052,79.963811,5.960596,plátano
25.000751,81.115737,6.267137,sandía
33.647616,92.051684,6.831865,papaya
19.972522,23.179687,5.587475,frijol rojo
25.152391,82.816061,6.423465,yute
15.496502,80.016394,5.837246,uva
26.970064,66.612063,6.960801,frijol urad
20.443050,65.267510,6.644675,maíz
25.161681,80.611377,6.147237,arroz
22.346068,65.076781,5.924152,lenteja
27.161591,66.760172,6.920090,frijol urad
20.005130,24.777967,5.502999,frijol rojo
24.485506,79.643070,7.051253,yute
25.102677,60.091166,6.739260,lenteja
28.387958,87.493934,6.305091,frijol chino
19.056940,21.276403,5.791774,frijol rojo
22.955609,22.513769,5.834854,frijol rojo
26.423845,56.006052,8.400517,frijol moth
27.926786,86.554320,7.183190,frijol chino
24.238739,87.406556,6.033636,sandía
26.780063,88.078496,6.431050,sandía
27.005391,90.930037,5.583262,coco
23.544162,81.776387,6.681870,algodón
23.366055,72.440065,5.828952,maíz
27.694563,99.276074,6.390382,coco
19.468355,18.252036,8.420019,garbanzo
22.052597,80.826351,6.027531,arroz
20.962098,66.419884,7.283036,lenteja
28.236488,44.913400,5.918473,frijol moth
18.357612,82.944735,6.499605,uva
28.583765,84.911846,5.682404,plátano
29.605031,68.075634,7.371239,lenteja
24.675032,82.059216,5.026141,arroz
23.460447,50.045570,6.020947,café
29.807465,66.535924,6.519779,lenteja
23.120421,74.854998,7.466874,yute
28.408375,69.398893,6.286041,lenteja
27.475619,63.150708,7.204548,lenteja
25.008724,95.592240,6.001936,coco
29.690454,66.130643,7.440662,frijol urad
30.043071,81.663688,5.904381,uva
30.477975,61.605783,7.178453,frijol urad
27.303332,54.751644,6.952127,café
17.528950,90.969746,6.537632,naranja
22.575491,93.390963,6.486945,naranja
25.382706,84.419338,6.842675,sandía
25.740892,84.272072,6.614918,algodón
18.999171,20.282143,5.949976,frijol rojo
23.715540,89.997969,6.147405,granada
21.129571,24.282966,5.777319,frijol rojo
24.170932,58.252046,5.243635,frijol moth
26.478312,51.587649,6.203163,café
24.845772,54.383647,7.007138,café
19.554808,34.824251,5.760511,frijol de palo
22.456967,94.762854,5.605934,manzana
21.434428,22.817898,5.803021,frijol rojo
22.642909,89.223349,6.303922,granada
11.855199,80.016394,6.130860,uva
22.162939,62.858648,5.699864,frijol de palo
24.101130,68.146149,6.563636,lenteja
29.175187,77.772994,5.720324,plátano
25.860751,84.589672,6.661151,sandía
32.143312,51.276152,6.245263,mango
23.232611,54.865840,6.020947,café
18.757429,17.084827,6.991240,garbanzo
26.288581,76.558779,7.169565,yute
26.357709,64.575780,6.505204,café
27.569722,94.962187,6.401947,melón
25.764843,84.172700,6.681607,sandía
26.721195,51.547637,6.246401,café
29.583434,68.368191,6.920092,frijol urad
27.966451,54.964053,5.949859,mango
20.970829,63.463162,7.256929,lenteja
25.794945,84.610223,6.791848,sandía
25.544633,61.304063,7.259358,frijol urad
36.512684,57.928872,6.031608,frijol de palo
29.103963,80.181306,6.742715,frijol chino
22.301574,80.644165,6.043305,arroz
24.134192,82.764269,6.349408,arroz
26.916437,73.486560,6.253409,yute
28.472126,91.213221,6.160414,melón
28.220738,60.557056,7.209269,frijol urad
30.393213,60.162995,7.699201,frijol moth
26.214884,87.688398,6.419052,sandía
38.382315,93.103786,6.985804,papaya
24.621969,85.913585,6.331417,sandía
29.518887,84.066851,6.070288,plátano
18.506928,23.616701,5.679224,frijol rojo
24.184332,83.581478,6.736658,arroz
19.211035,20.629558,5.532984,frijol rojo
23.479869,81.730491,6.720450,algodón
27.262984,42.253406,3.504752,frijol moth
29.018979,76.933159,6.359699,plátano
14.978470,80.499799,6.294396,uva
20.023815,16.632945,6.715587,garbanzo
20.281559,16.395352,8.140825,garbanzo
26.940748,68.016167,7.019392,frijol urad
23.936404,55.143905,6.058172,café
31.012749,62.403925,3.504752,frijol moth
20.073865,90.978197,6.407872,granada
22.814665,77.986296,7.268530,algodón
19.640943,18.590454,7.052865,garbanzo
36.422833,44.296413,4.680202,frijol de palo
24.214783,90.216029,7.345342,naranja
32.863166,91.461887,6.850663,papaya
40.004391,90.170158,6.527110,papaya
27.809615,90.363783,6.772835,melón
22.484030,93.408192,5.772180,manzana
30.608885,46.792477,6.333959,mango
27.620233,85.892842,7.042503,frijol chino
28.272659,61.189562,7.513151,frijol urad
29.367924,76.249001,6.149934,plátano
25.133940,83.196608,5.005307,arroz
29.398367,47.068028,6.826565,frijol de palo
19.709125,61.591274,5.696725,maíz
29.066185,59.165068,8.463837,frijol moth
20.277744,82.894086,5.718627,arroz
31.406107,40.009334,8.602060,frijol moth
25.600337,99.724010,5.855458,coco
24.731144,85.666775,6.774745,granada
38.604238,91.133798,6.756951,papaya
29.420620,64.095901,5.641290,frijol de palo
30.400962,61.461801,6.614296,frijol urad
22.699760,68.103935,6.516226,maíz
25.816166,60.434389,7.456997,lenteja
23.650853,52.543048,6.870665,café
25.776836,63.031495,6.587248,lenteja
26.275206,86.632496,6.956509,sandía
18.461827,67.825255,6.968416,lenteja
34.036195,64.287914,7.741419,frijol urad
23.414503,90.787832,6.110135,manzana
31.997353,50.896166,5.209056,mango
23.468619,59.719173,6.420660,café
11.941286,91.552420,6.749993,naranja
29.224237,79.191089,6.325986,plátano
27.257704,92.974502,6.600444,papaya
27.267866,56.022120,6.894091,café
20.804925,82.052816,6.472602,arroz
28.435321,47.539781,4.963197,mango
38.706822,94.826333,6.573146,papaya
29.648308,94.242882,6.369506,melón
31.694889,92.733647,6.978756,papaya
19.717851,14.742099,6.552151,garbanzo
24.880694,54.113175,7.052926,café
24.644585,85.499382,6.343943,sandía
24.160626,84.464005,6.560287,sandía
23.638879,84.406596,6.481764,algodón
25.509433,57.797541,7.095459,café
28.104202,76.127006,5.880620,plátano
34.557681,50.614577,6.100841,mango
19.489743,17.172603,6.474025,garbanzo
33.353580,53.095843,5.219398,mango
22.426202,91.719709,5.794643,manzana
23.913501,22.554536,5.932947,frijol rojo
22.738502,80.128165,6.175337,algodón
22.126594,90.978183,6.386021,manzana
24.747898,80.626648,6.152515,arroz
29.499613,91.989445,5.890544,coco
29.817208,90.801403,6.640582,melón
30.387782,47.166701,7.713321,frijol moth
28.483431,83.169871,6.697623,frijol chino
23.366575,73.754006,5.855289,maíz
20.166473,23.121923,5.594949,frijol rojo
27.199460,78.808607,5.915055,plátano
29.914544,80.034996,7.154803,frijol chino
25.137363,80.747334,7.224618,algodón
27.761440,96.140908,5.538684,coco
29.010410,92.380059,6.153286,melón
26.088200,62.091688,7.112119,lenteja
29.830522,83.102535,6.648134,frijol chino
31.310039,53.032266,7.093233,frijol de palo
25.235423,80.687005,5.695793,uva
24.384894,88.232769,6.141796,yute
28.528277,82.776496,6.679603,frijol chino
23.730518,62.577301,6.979329,lenteja
34.283214,50.556152,6.069182,mango
24.022507,92.873539,6.775657,papaya
31.960990,67.248409,7.189133,frijol urad
26.560284,92.634560,6.374812,coco
25.367312,40.891056,4.757234,frijol de palo
19.597584,19.904536,5.826662,frijol rojo
25.556567,62.670878,7.279057,café
27.438605,89.041982,6.728927,frijol chino
19.757847,65.696454,7.155163,lenteja
31.263757,44.773514,7.357916,frijol moth
24.043558,84.338050,6.441015,sandía
29.848036,85.906079,6.443141,frijol chino
20.229275,67.848927,6.721501,lenteja
38.430904,82.779959,5.552050,uva
22.462459,94.782806,5.589682,manzana
23.012402,91.376694,6.506262,papaya
20.197826,89.038356,6.196440,granada
28.658204,92.692806,6.151704,melón
25.438843,86.325901,7.274761,yute
24.460812,82.401894,6.001087,arroz
40.538931,90.038631,6.668706,papaya
22.700348,82.451588,5.998556,uva
26.573263,83.579745,5.882577,plátano
25.353848,82.355654,6.198095,plátano
24.738162,83.983517,6.226697,uva
27.626895,94.071757,6.765522,melón
25.812730,39.466320,4.841799,frijol de palo
28.262262,86.205461,6.927959,frijol chino
20.116083,80.138875,6.084203,uva
16.956151,24.769173,5.585046,frijol rojo
35.519814,91.918185,6.563456,papaya
17.928459,14.273280,7.496645,garbanzo
23.961476,90.264080,7.365338,naranja
27.558004,77.273113,6.069651,plátano
31.696704,51.683203,5.575238,mango
25.419513,64.000140,9.088871,frijol moth
26.485647,83.427266,5.921788,plátano
27.778191,92.573638,6.174531,melón
23.854187,74.792566,6.740098,yute
31.994905,50.848813,5.279389,mango
18.595809,89.686214,7.041680,granada
23.198232,71.638580,7.429887,yute
29.678819,90.091398,6.070587,melón
28.315600,80.919979,6.827778,frijol chino
27.951003,68.650728,7.047226,frijol urad
23.572537,61.805777,5.573820,maíz
25.673850,81.621213,6.290998,uva
19.166634,46.215261,5.415071,frijol de palo
20.888187,14.323138,6.492546,garbanzo
26.056650,41.380525,5.295329,frijol de palo
27.492009,69.430138,7.003597,lenteja
24.043558,84.908667,6.677627,sandía
25.532973,94.280133,5.760607,coco
25.463324,50.312927,5.684569,frijol moth
25.677815,69.624638,7.105192,frijol urad
19.525770,17.383820,7.420944,garbanzo
22.217066,94.814849,6.073955,manzana
23.373419,91.592229,6.289659,manzana
23.482069,90.188247,7.409366,naranja
31.789352,48.473208,6.341320,mango
24.204226,61.433787,7.224194,frijol moth
28.048496,64.076919,7.504931,lenteja
17.882681,18.209442,5.639781,frijol rojo
23.915276,93.438304,5.534757,manzana
22.109324,94.821270,7.033963,granada
22.105220,91.090008,6.383057,manzana
27.249836,99.981876,5.791562,coco
22.216125,84.051937,7.290839,algodón
26.490833,47.365348,5.414493,frijol moth
19.853111,14.824928,7.880613,garbanzo
29.729320,55.075245,4.773769,frijol moth
27.584958,63.468686,7.261713,lenteja
19.244628,50.544953,5.671419,frijol de palo
20.134585,14.982379,7.763986,garbanzo
28.986153,54.964053,6.438229,mango
21.243778,63.838413,7.694201,lenteja
19.977161,20.062832,5.800116,frijol rojo
31.827908,52.499527,5.000339,mango
17.539474,16.861306,6.209332,garbanzo
18.118903,90.878416,7.820587,naranja
26.893908,63.291633,5.625272,frijol moth
19.756821,17.832812,6.579164,garbanzo
30.884827,41.365618,7.661537,frijol moth
25.004798,80.499743,6.131977,arroz
26.864775,99.861852,6.313039,coco
22.798093,77.295240,7.260987,algodón
19.046869,94.514621,6.993571,granada
31.094911,48.074476,6.575955,mango
28.667489,89.206019,7.061328,frijol chino
15.773702,19.230316,5.979974,frijol rojo
11.472873,93.979280,7.928489,naranja
28.084348,82.815692,5.716489,uva
29.703298,66.761370,6.511739,lenteja
43.306757,94.577323,6.677876,papaya
24.309793,19.406193,5.814258,frijol rojo
27.688608,79.542345,6.478363,plátano
26.504711,63.322888,6.897891,lenteja
29.851205,90.863140,6.396695,melón
27.342183,88.594942,6.669805,frijol chino
10.010813,91.178473,6.427492,naranja
25.162224,80.303589,6.884174,yute
21.382199,66.093834,7.070023,lenteja
19.813445,14.697653,6.515500,garbanzo
19.901443,18.310057,5.795703,frijol rojo
27.604854,51.349354,5.415628,mango
29.294806,91.450592,6.744589,papaya
19.592670,86.390403,5.811277,granada
22.596153,21.493077,5.941039,frijol rojo
20.408446,89.011083,6.172236,granada
22.190554,92.437642,5.830892,manzana
40.317030,92.896678,6.560529,papaya
27.126768,91.433425,6.456708,melón
27.810056,51.594455,4.749104,mango
26.903901,92.741127,6.593260,papaya
17.089625,16.435353,7.490050,garbanzo
25.607778,67.395011,6.512627,café
26.916419,99.846716,6.318553,coco
21.474889,84.969072,5.782089,arroz
31.005703,90.602239,6.456300,naranja
18.816438,14.674574,7.825508,garbanzo
23.448695,76.297757,7.942750,algodón
29.287355,87.704751,6.538122,frijol chino
29.698265,80.504591,6.486075,frijol chino
25.765051,60.525291,6.235756,café
17.665454,91.698659,6.583412,naranja
26.924495,91.201060,5.570745,coco
23.838771,93.592960,5.953854,manzana
23.955959,81.896908,7.002067,arroz
23.487028,50.920674,6.962895,café
25.097374,68.019783,6.834762,frijol urad
33.583399,91.099966,7.780111,naranja
20.240788,81.545725,7.597336,arroz
23.826376,57.583317,5.874937,maíz
30.460340,63.717436,6.868903,frijol urad
21.156268,90.830076,5.680946,manzana
9.587554,82.509568,5.863164,uva
29.024527,36.411710,4.628040,frijol de palo
36.412958,80.674076,5.772354,uva
23.501282,92.975275,5.786058,granada
18.294383,62.501488,6.116705,lenteja
19.952648,14.826331,7.786366,garbanzo
23.468768,91.805491,5.549477,manzana
31.481368,63.093980,7.768621,frijol urad
39.077500,82.265520,6.259813,uva
24.327701,90.882928,6.610251,granada
24.887991,66.915167,6.330651,lenteja
26.145766,71.236909,6.432052,yute
34.506940,51.347284,5.126899,mango
23.723329,46.604212,7.200684,frijol de palo
22.527093,92.547804,6.365973,manzana
23.621078,60.091166,7.016026,lenteja
25.333224,78.529710,5.893516,algodón
22.527830,82.783837,5.770712,arroz
34.118120,64.055269,7.720157,frijol urad
25.445627,80.701591,7.765900,arroz
18.617679,21.192783,5.795667,frijol rojo
24.985022,68.141656,6.507858,maíz
18.731398,21.348274,5.784608,frijol rojo
25.169872,75.833451,6.209383,algodón
25.118863,80.125163,6.852943,sandía
15.631738,18.199395,5.623124,frijol rojo
26.392617,98.821300,5.786923,coco
33.336473,32.347874,4.758072,frijol de palo
26.394430,52.959251,6.964258,café
26.614192,52.606273,7.487502,café
24.121247,85.035398,6.637087,sandía
21.898543,94.054617,6.962864,granada
20.489152,81.441527,6.138247,uva
26.239366,72.046078,6.269804,maíz
29.842883,93.247100,6.590493,papaya
24.684468,51.739912,7.029892,café
23.690058,90.539675,5.713168,manzana
26.324943,55.096175,8.033783,frijol moth
33.406747,62.695737,6.827344,frijol urad
30.954585,49.494019,6.784078,mango
28.108223,43.388658,6.247291,frijol de palo
24.416696,90.373067,7.268679,naranja
24.516007,59.707997,8.126673,frijol moth
23.070637,91.455037,7.570091,naranja
26.344971,73.403149,6.732614,yute
29.162266,76.161516,5.816622,plátano
26.684896,79.512545,7.012213,yute
24.091875,84.357071,6.577698,sandía
24.792277,89.984052,6.779103,sandía
24.926093,56.643969,6.673414,maíz
29.247236,89.494366,7.084088,frijol chino
22.362848,92.407452,7.199504,granada
18.144189,18.789401,6.961304,garbanzo
20.757102,82.960757,7.350692,arroz
29.540456,59.664041,5.867510,frijol de palo
16.487447,24.403096,5.923410,frijol rojo
27.499381,92.788377,5.826416,coco
20.264866,22.944929,5.875059,frijol rojo
30.902252,49.959555,5.731719,mango
24.303490,90.781211,6.241005,granada
22.476894,94.768637,5.601322,manzana
22.962034,18.653146,5.674944,frijol rojo
20.554232,82.825530,5.726374,arroz
18.071330,90.501024,6.845594,granada
29.638258,92.357659,6.558069,melón
24.806663,80.520238,6.104934,arroz
35.555302,54.417301,6.470328,mango
27.852044,91.133675,6.465096,melón
24.963004,80.206866,6.814720,yute
27.198233,44.365190,6.132849,frijol de palo
25.992374,81.696156,7.248541,algodón
25.744089,52.520546,4.480708,frijol moth
30.104740,46.815481,4.957256,mango
25.629897,69.262880,7.728256,lenteja
23.915308,54.596542,6.740062,café
27.153116,91.292940,6.418190,coco
27.758526,88.924337,6.300494,frijol chino
24.310807,82.911460,6.459633,uva
22.282586,90.036870,5.725053,manzana
42.991636,91.035776,6.501521,papaya
25.948647,72.169271,6.953946,maíz
24.914610,53.741447,6.334610,café
29.029553,61.093875,8.840656,frijol moth
18.780975,55.393781,6.710133,maíz
27.345851,78.487383,6.281070,plátano
21.059381,94.290552,6.116012,manzana
19.357596,61.387627,6.812572,lenteja
28.289051,97.003964,5.973853,coco
23.479341,91.648268,5.589721,manzana
16.065228,18.724797,5.998125,frijol rojo
28.558502,91.746590,6.050406,melón
28.174189,80.397184,5.779586,plátano
27.186553,53.118572,7.487516,café
25.019271,83.609037,5.536758,plátano
38.932871,93.648586,6.548362,papaya
23.892719,61.787794,6.658605,lenteja
29.738841,95.223646,6.326925,coco
18.646073,34.014903,6.173322,frijol de palo
26.316052,98.308095,5.580720,coco
24.278751,82.052664,7.077772,algodón
25.200469,81.165598,6.130496,plátano
29.919861,66.830626,7.038560,frijol de palo
29.519897,92.000811,6.709564,melón
22.519330,93.469185,5.783453,manzana
28.697083,94.307599,6.002927,melón
24.672398,75.170844,7.783484,algodón
22.460545,75.409892,7.456972,algodón
29.047505,65.241886,7.387961,frijol urad
19.070962,21.210923,5.788387,frijol rojo
23.081481,90.149823,6.082314,manzana
38.548253,82.063250,6.045045,uva
31.693783,51.768299,8.953221,frijol moth
24.075716,91.426572,7.596979,naranja
28.499601,44.786408,4.059614,frijol moth
20.832760,80.564962,6.379068,uva
29.781587,90.167978,6.616563,papaya
29.088685,91.789392,6.266607,melón
22.457639,91.273580,6.342435,granada
25.353522,68.152843,6.521464,lenteja
31.728888,57.530970,5.650166,frijol de palo
31.788758,53.302604,5.724658,mango
24.823109,80.692838,6.293727,sandía
30.583759,63.814168,6.826659,frijol urad
39.686351,94.524113,6.993473,papaya
23.293622,50.045570,6.051858,café
21.036527,94.110760,6.094787,manzana
35.685843,51.862745,5.397486,mango
17.147708,18.194326,7.767352,garbanzo
28.559077,34.848694,6.243465,frijol de palo
30.053437,49.284070,6.462728,mango
24.882700,91.890141,6.446775,naranja
21.728234,93.642526,5.776896,manzana
28.034263,78.587156,6.485402,plátano
27.873797,90.322482,6.279720,melón
21.446540,84.943760,5.824709,arroz
25.766970,63.050787,6.624028,lenteja
16.018210,22.449130,5.976802,frijol rojo
13.156120,94.093521,6.307441,naranja
18.067753,82.734955,6.097619,uva
27.647859,86.548388,6.611470,frijol chino
27.462102,63.893283,6.192247,lenteja
21.143475,80.335029,5.594820,arroz
29.221186,81.081836,5.740765,plátano
32.539390,94.525949,6.746761,papaya
25.412377,49.664743,7.437078,frijol moth
28.902454,43.353657,8.923096,frijol moth
29.472024,86.794859,7.196198,frijol chino
25.493868,86.970615,7.299076,yute
24.146944,85.324320,6.702198,granada
22.318943,92.233462,6.470641,naranja
27.692189,90.006217,6.551882,naranja
21.321439,94.329542,7.199504,granada
27.543848,69.347863,7.143943,frijol urad
14.818305,91.373764,6.109743,naranja
27.876809,83.575516,6.202708,uva
24.908055,84.677487,6.178848,sandía
28.218153,88.538918,7.116752,frijol chino
26.516823,77.799136,5.509471,plátano
27.102104,55.749733,6.911066,café
24.767792,84.876690,6.316715,algodón
23.723491,66.685311,7.305391,café
19.662674,86.335812,5.797177,granada
33.783729,81.163143,5.685103,uva
